x,y
4.5,6.5
4.851997375488281,6.5
5.204002380371094,6.5
5.555999755859375,6.5
5.907997131347656,6.5
6.260002136230469,6.5
6.61199951171875,6.5
6.963996887207031,6.5
7.316001892089844,6.5
7.667999267578125,6.5
8.019996643066406,6.5
8.372001647949219,6.5
8.7239990234375,6.5
9.076004028320312,6.5
9.428001403808594,6.5
9.779998779296875,6.5
10.132003784179688,6.5
10.484001159667969,6.5
10.83599853515625,6.5
11.188003540039062,6.5
11.540000915527344,6.5
11.891998291015625,6.5
12.244003295898438,6.5
12.596000671386719,6.5
12.947998046875,6.5
13.300003051757812,6.5
13.652000427246094,6.5
14.003997802734375,6.5
14.356002807617188,6.5
14.708000183105469,6.5
15.05999755859375,6.5
15.412002563476562,6.5
15.763999938964844,6.5
16.115997314453125,6.5
16.468002319335938,6.5
16.81999969482422,6.5
17.1719970703125,6.5
17.524002075195312,6.5
17.875999450683594,6.5
18.227996826171875,6.5
18.580001831054688,6.5
18.93199920654297,6.5
19.28399658203125,6.5
19.636001586914062,6.5
19.987998962402344,6.5
20.339996337890625,6.5
20.692001342773438,6.5
21.04399871826172,6.5
21.39599609375,6.5
21.748001098632812,6.5
22.099998474121094,6.5
22.451995849609375,6.5
22.804000854492188,6.5
23.15599822998047,6.5
23.50799560546875,6.5
23.860000610351562,6.5
24.211997985839844,6.5
24.563995361328125,6.5
24.916000366210938,6.5
25.26799774169922,6.5
25.62000274658203,6.5
25.972000122070312,6.5
26.323997497558594,6.5
26.676002502441406,6.5
27.027999877929688,6.5
27.37999725341797,6.5
27.73200225830078,6.5
28.083999633789062,6.5
28.436004638671875,6.5
28.788002014160156,6.5
29.139999389648438,6.5
29.49200439453125,6.5
29.84400177001953,6.5
30.195999145507812,6.5
30.54800033569336,6.5
30.900001525878906,6.5
31.251998901367188,6.5
31.604000091552734,6.5
31.95600128173828,6.5
32.30799865722656,6.5
32.65999984741211,6.5
33.012001037597656,6.5
33.36399841308594,6.5
33.715999603271484,6.5
34.06800079345703,6.5
34.41999816894531,6.5
34.77199935913086,6.5
35.124000549316406,6.5
35.47599792480469,6.5
35.827999114990234,6.5
36.18000030517578,6.5
36.53200149536133,6.5
36.88399887084961,6.5
37.236000061035156,6.5
37.5880012512207,6.5
37.939998626708984,6.5
38.29199981689453,6.5
38.64400100708008,6.5
38.99599838256836,6.5
39.347999572753906,6.5
39.70000076293945,6.5
40.051998138427734,6.5
40.40399932861328,6.5
40.75600051879883,6.5
41.108001708984375,6.5
41.459999084472656,6.5
41.8120002746582,6.5
42.16400146484375,6.5
42.51599884033203,6.5
42.86800003051758,6.5
43.220001220703125,6.5
43.571998596191406,6.5
43.92399978637695,6.5
44.2760009765625,6.5
44.62799835205078,6.5
44.97999954223633,6.5
45.332000732421875,6.5
45.683998107910156,6.5
46.0359992980957,6.5
46.38800048828125,6.5
46.7400016784668,6.5
47.09199905395508,6.5
47.444000244140625,6.5
47.79600143432617,6.5
48.14799880981445,6.5
48.5,6.5
48.85200119018555,6.5
49.20399856567383,6.5
49.555999755859375,6.5
49.90800094604492,6.5
50.2599983215332,6.5
50.61199951171875,6.5
50.9640007019043,6.5
51.316001892089844,6.5
51.667999267578125,6.5
52.02000045776367,6.5
52.37200164794922,6.5
52.7239990234375,6.5
53.07600021362305,6.5
53.428001403808594,6.5
53.779998779296875,6.5
54.13199996948242,6.5
54.48400115966797,6.5
54.83599853515625,6.5
55.1879997253418,6.5
