x,y
151.07400512695312,23.95330047607422
150.52102661132812,23.385387420654297
149.96803283691406,22.88312530517578
149.41505432128906,23.45103645324707
148.862060546875,24.018932342529297
148.30894470214844,24.586727142333984
147.75584411621094,25.154518127441406
147.20272827148438,25.722312927246094
146.64962768554688,26.29010772705078
146.09652709960938,26.857898712158203
145.5434112548828,27.42569351196289
144.9903106689453,27.993484497070312
144.4372100830078,28.561279296875
143.88409423828125,29.129074096679688
143.33099365234375,29.69686508178711
142.77789306640625,30.264659881591797
142.2247772216797,30.83245086669922
141.6716766357422,31.400245666503906
141.11856079101562,31.968040466308594
140.56546020507812,32.535831451416016
140.01235961914062,33.10362243652344
139.45925903320312,33.67142105102539
138.90614318847656,34.23921203613281
138.35304260253906,34.8070068359375
137.7999267578125,35.37479782104492
137.246826171875,35.942588806152344
136.6937255859375,36.51038360595703
136.140625,37.07817459106445
135.58750915527344,37.64596939086914
135.03440856933594,38.21376037597656
134.48129272460938,38.78155517578125
133.92819213867188,39.34934997558594
133.37509155273438,39.917144775390625
132.8219757080078,40.48493576049805
132.2688751220703,41.05272674560547
131.71575927734375,41.620521545410156
131.16265869140625,42.188316345214844
130.60955810546875,42.75611114501953
130.05645751953125,43.32390213012695
129.5033416748047,43.891693115234375
128.9502410888672,44.45948791503906
128.39712524414062,45.02728271484375
127.84402465820312,45.59507751464844
127.2909164428711,46.16286849975586
126.73780822753906,46.73065948486328
126.18470764160156,47.29845428466797
125.63159942626953,47.866249084472656
125.07849884033203,48.43404006958008
124.525390625,49.0018310546875
123.97228240966797,49.56962585449219
123.41918182373047,50.137420654296875
122.86607360839844,50.7052116394043
122.3129653930664,51.273006439208984
121.75985717773438,51.840797424316406
121.20675659179688,52.408592224121094
120.65364837646484,52.97638702392578
120.10054016113281,53.5441780090332
119.54743957519531,54.11197280883789
118.99433135986328,54.67976379394531
118.44122314453125,55.24755859375
117.88812255859375,55.81535339355469
117.33501434326172,56.38314437866211
116.78190612792969,56.9509391784668
116.22879791259766,57.51873016357422
115.67569732666016,58.086524963378906
115.12258911132812,58.654319763183594
114.5694808959961,59.222110748291016
114.01637268066406,59.7899055480957
113.46327209472656,60.357696533203125
112.91016387939453,60.92549133300781
112.3570556640625,61.4932861328125
111.803955078125,62.06107711791992
111.25084686279297,62.62887191772461
110.69773864746094,63.19666290283203
110.1446304321289,63.76445770263672
109.5915298461914,64.3322525024414
109.03842163085938,64.9000473022461
108.48531341552734,65.46783447265625
107.93220520019531,66.03562927246094
107.37910461425781,66.60342407226562
106.82599639892578,67.17121887207031
106.27288818359375,67.739013671875
105.71978759765625,68.30680084228516
105.16667938232422,68.87459564208984
104.61357116699219,69.44239044189453
104.06046295166016,70.01018524169922
103.35150146484375,70.30802154541016
102.58322143554688,70.50312805175781
101.81494903564453,70.69822692871094
101.04667663574219,70.89332580566406
100.27839660644531,71.08843231201172
99.51011657714844,71.28353118896484
98.74183654785156,71.4786376953125
97.97355651855469,71.67373657226562
97.20529174804688,71.86883544921875
96.43701171875,72.06393432617188
95.66873168945312,72.25904083251953
94.90045166015625,72.45413970947266
94.1321792602539,72.64924621582031
93.36389923095703,72.84434509277344
92.59562683105469,73.03944396972656
91.82734680175781,73.23455047607422
91.05906677246094,73.42964935302734
90.29078674316406,73.62474822998047
89.52250671386719,73.81985473632812
88.75423431396484,74.01495361328125
87.98595428466797,74.21005249023438
87.21768188476562,74.40515899658203
86.44940185546875,74.60025787353516
85.68112182617188,74.79536437988281
84.912841796875,74.99046325683594
84.14456176757812,75.18556213378906
83.37628936767578,75.38066864013672
82.6080093383789,75.57576751708984
81.83973693847656,75.77086639404297
81.07145690917969,75.96597290039062
80.30317687988281,76.16107177734375
79.53489685058594,76.35617065429688
78.76661682128906,76.55127716064453
77.99834442138672,76.74637603759766
77.23006439208984,76.94148254394531
76.4617919921875,77.13658142089844
75.69351196289062,77.33168029785156
74.92523193359375,77.52678680419922
74.15695190429688,77.72188568115234
73.388671875,77.91698455810547
72.62039947509766,78.11209106445312
71.85211944580078,78.30718994140625
71.0838394165039,78.5022964477539
